isbn10,title,categories,thumbnail,average_rating,published_year
0441012590,Dragon's Treasure,Fiction,http://books.google.com/books/content?id=5y7bUkQ-ye4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.53,2005.0
0441013309,The Rosetta Codex,Fiction,http://books.google.com/books/content?id=P_Q6AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.23,2005.0
0441013430,Old Twentieth,Fiction,http://books.google.com/books/content?id=0RTfmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.53,2006.0
0441013678,Count Zero,Fiction,http://books.google.com/books/content?id=EX07PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.01,2006.0
0441014224,The God in the Moon,Fiction,http://books.google.com/books/content?id=ussPyumOoigC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.72,2006.0
0441014437,Harrowing the Dragon,Fiction,http://books.google.com/books/content?id=bzZ8DlRNuLcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.94,2006.0
0441014453,The Eye of Charon,Fiction,http://books.google.com/books/content?id=xxnefx5i-bkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.88,2006.0
0441014836,Cygnet,Fiction,http://books.google.com/books/content?id=MpIAun4PE3QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.08,2007.0
0441014895,Magic Bites,Fiction,http://books.google.com/books/content?id=46yJDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07,2007.0
0441102670,Chapterhouse: Dune,Fiction,http://books.google.com/books/content?id=ryot4Ag2GGQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.9,1987.0
0441248837,Betcha Can't Read Just One,Fiction,http://books.google.com/books/content?id=xwJfUXa42wYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.88,1993.0
0441317480,Hard Sell,Fiction,http://books.google.com/books/content?id=9IdIpyHRLfAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.39,1993.0
0441444253,Killobyte,Fiction,http://books.google.com/books/content?id=jHdFtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.55,1994.0
0441581056,The 97th Step,Fiction,http://books.google.com/books/content?id=67YMAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.22,1989.0
0441623824,The Omega Cage,Fiction,http://books.google.com/books/content?id=GEE8rNta2UAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.77,1988.0
0441627404,The Once and Future King,Fiction,http://books.google.com/books/content?id=kdLT8_tnpmEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.08,1987.0
044173118X,Robot Adept,Fiction,http://books.google.com/books/content?id=odIwtqONdrUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.78,1989.0
0441748600,To Sail Beyond the Sunset,Fiction,http://books.google.com/books/content?id=u_-sxgKp5kcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.87,1988.0
0441864619,Vision of Tarot,Fiction,http://books.google.com/books/content?id=H7UzAgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.46,1987.0
0443066019,Anesthesiology Review,Medical,http://books.google.com/books/content?id=OzVyQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.64,2002.0
0445405562,Cast a Yellow Shadow,Fiction,http://books.google.com/books/content?id=iQdBJwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.95,1967.0
0446354732,Nothing Lasts Forever,Fiction,http://books.google.com/books/content?id=_uUTSJW-hSAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.83,1995.0
0446359203,Carrion Comfort,Fiction,http://books.google.com/books/content?id=37wWp0ENPXgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.9,1990.0
0446362662,Summer of Night,Fiction,http://books.google.com/books/content?id=AVfhSa1w474C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.02,1992.0
0446363162,Back Bay,Fiction,http://books.google.com/books/content?id=C_EeTC915JQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.91,1992.0
0446390577,Bare Bones,Fiction,http://books.google.com/books/content?id=9GJAPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.16,1989.0
0446500038,Kushiel's Justice,Fiction,http://books.google.com/books/content?id=8KKnlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.25,2007.0
044651862X,The Celestine Prophecy,Fiction,http://books.google.com/books/content?id=UXolxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.63,1994.0
044653109X,The Collectors,Fiction,http://books.google.com/books/content?id=qic4S8rFAMwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.02,2006.0
0446576980,The Book of the Dead,Fiction,http://books.google.com/books/content?id=wKnJlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.14,2006.0
0446578274,The Everyday Life Bible,Bibles,http://books.google.com/books/content?id=tlPAHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.7,2006.0
0446578428,The Serial Killers Club,Fiction,http://books.google.com/books/content?id=3ZBmlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.21,2006.0
0446578843,I Like You,Cooking,http://books.google.com/books/content?id=n_nAlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.87,2006.0
0446579629,The Red Gloves Collection,Fiction,http://books.google.com/books/content?id=_phtvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.48,2006.0
0446579785,The Coming Economic Collapse,Business & Economics,http://books.google.com/books/content?id=2TM6lwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.39,2006.0
0446600342,Where There's Smoke,Fiction,http://books.google.com/books/content?id=K9QUrq73KPsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.96,1994.0
0446600474,Season of the Machete,Fiction,http://books.google.com/books/content?id=A2NHngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.24,1995.0
0446600709,Assumed Identity,Fiction,http://books.google.com/books/content?id=vB0-qjLsg18C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.78,1994.0
0446601853,Charade,Fiction,http://books.google.com/books/content?id=mt2jEn5Y27IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.93,1995.0
0446602485,Night Train to Memphis,Fiction,http://books.google.com/books/content?id=uxgPtgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.06,1995.0
0446604232,Exclusive,Fiction,http://books.google.com/books/content?id=ZdtyxreMq58C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.96,1997.0
0446604402,The Laws of Our Fathers,Fiction,http://books.google.com/books/content?id=qsCa3Ae3Ga8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.75,1997.0
0446605468,The Neutronium Alchemist,Fiction,http://books.google.com/books/content?id=PqNdPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.33,1997.0
0446605581,Fat Tuesday,Fiction,http://books.google.com/books/content?id=nfqPbNwaV1EC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.84,1998.0
0446606812,Message in a Bottle,Fiction,http://books.google.com/books/content?id=0uvZReSiL1gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.96,1999.0
0446607134,Death of a Gossip,Fiction,http://books.google.com/books/content?id=CqONGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.72,1999.0
0446607207,Tell Me Your Dreams,Fiction,http://books.google.com/books/content?id=R5cOyV8gzjcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.95,1999.0
0446608289,Death of an Addict,Fiction,http://books.google.com/books/content?id=PgXsuAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.8,2001.0
0446608475,The Wild Swans,Fiction,http://books.google.com/books/content?id=kOcSuQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.66,2001.0
0446608602,Personal Injuries,Fiction,http://books.google.com/books/content?id=0NnWtHEBKYIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.85,2000.0
0446608890,Saving Faith,Fiction,http://books.google.com/books/content?id=twgvDm-fjRMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.86,2000.0
0446609196,A Highland Christmas,Fiction,http://books.google.com/books/content?id=vu1jewAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.86,2002.0
0446610178,The Sky Is Falling,Fiction,http://books.google.com/books/content?id=qHC9KKCPgngC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.56,2001.0
0446611085,Suzanne's Diary for Nicholas,Fiction,http://books.google.com/books/content?id=Yqnglffxl1oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.16,2003.0
0446611913,Up Country,Fiction,http://books.google.com/books/content?id=bVflWIEA-ckC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.02,2003.0
0446612626,Reversible Errors,Fiction,http://books.google.com/books/content?id=bRSV77Q9KsMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.84,2003.0
0446612766,Still Life with Crows,Fiction,http://books.google.com/books/content?id=vLPTtgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.19,2004.0
0446614165,Words of Silk,Fiction,http://books.google.com/books/content?id=9QiYGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.55,2005.0
0446614831,3rd Degree,Fiction,http://books.google.com/books/content?id=U4iBuffnoCkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.01,2005.0
0446616419,Kitty and the Midnight Hour,Fiction,http://books.google.com/books/content?id=UeIpVizqFbIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.66,2005.0
0446616834,Love Beyond Reason,Fiction,http://books.google.com/books/content?id=srU7PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.64,2005.0
0446617458,The White Wolf's Son,Fiction,http://books.google.com/books/content?id=rCd8PQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.86,2006.0
0446617792,The Angel Experiment,Fiction,http://books.google.com/books/content?id=s2sZyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.08,2006.0
0446670782,Curries Without Worries,Cooking,http://books.google.com/books/content?id=G4qUHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.98,1996.0
0446673781,One L,Law,http://books.google.com/books/content?id=gcM4joetJ70C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.66,1988.0
0446676438,When the Wind Blows,Fiction,http://books.google.com/books/content?id=BUQ9PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.92,2000.0
0446676500,"The Autobiography of Martin Luther King, Jr.",Biography & Autobiography,http://books.google.com/books/content?id=k8VNeihMoZQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.34,2001.0
0446677493,Hope is the Thing with Feathers,Nature,http://books.google.com/books/content?id=y7RmuQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.21,2001.0
0446678457,Cane River,Fiction,http://books.google.com/books/content?id=BqCdYgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.05,2002.0
0446679089,Plum Island,Fiction,http://books.google.com/books/content?id=BNzdYgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.04,2002.0
0446691402,Gloriana,Fiction,http://books.google.com/books/content?id=6j3QtgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.64,2004.0
0446691437,The War of Art,Self-Help,http://books.google.com/books/content?id=7y6WvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.02,2003.0
0446691860,The Daily Show with Jon Stewart Presents America (The Book) Teacher's Edition,Humor,http://books.google.com/books/content?id=x2JoPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.02,2006.0
0446692514,Feynman's Rainbow,Science,http://books.google.com/books/content?id=KiXftgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.0,2004.0
0446694851,Three Weeks with My Brother,Biography & Autobiography,http://books.google.com/books/content?id=6JIMvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.02,2006.0
0446695602,Sister Freaks,Religion,http://books.google.com/books/content?id=rbDWxQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.11,2005.0
044669567X,Strip Tease,Fiction,http://books.google.com/books/content?id=iuAQPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.84,2005.0
0446696110,The Guardian,Fiction,http://books.google.com/books/content?id=DyxAPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.15,2005.0
044669651X,True Believer,Fiction,http://books.google.com/books/content?id=kgfuSgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.8,2006.0
0446698229,Fear and Loathing,Biography & Autobiography,http://books.google.com/books/content?id=ulIMHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.11,2006.0
0446698873,The Black Dahlia,Fiction,http://books.google.com/books/content?id=R2s-PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.75,2006.0
0446699071,Robert Ludlum's (TM) The Arctic Event,Fiction,http://books.google.com/books/content?id=W05LxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.01,2007.0
0446699551,The Closers,Fiction,http://books.google.com/books/content?id=mjh8vgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.12,2006.0
0448095157,The Haunted Bridge,Juvenile Fiction,http://books.google.com/books/content?id=7P6fwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.92,1972.0
0448400634,Anne of Avonlea,Juvenile Fiction,http://books.google.com/books/content?id=-rIrrEC7euEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.22,1990.0
0448409577,The Mysteries of Sherlock Holmes,Juvenile Fiction,http://books.google.com/books/content?id=huXrOAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.18,1996.0
0448416735,Nancy Drew Starter Set,Juvenile Fiction,http://books.google.com/books/content?id=G_ALAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.25,1998.0
0448435365,Lara's Leap of Faith,Juvenile Fiction,http://books.google.com/books/content?id=93bofL-ySOsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.06,2005.0
0448437430,Who Was John F. Kennedy?,Juvenile Nonfiction,http://books.google.com/books/content?id=qjCzJgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.19,2004.0
0448437694,Isabelle's Perfect Performance,Juvenile Fiction,http://books.google.com/books/content?id=mSBCAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.05,2005.0
0448442515,Boys Or Ballet?,Juvenile Fiction,http://books.google.com/books/content?id=wVnvOAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.86,2006.0
0448444828,Who Was Anne Frank?,Juvenile Nonfiction,http://books.google.com/books/content?id=Bz37nhfyjygC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.26,2007.0
044900113X,In the Beginning,Fiction,http://books.google.com/books/content?id=amZOQd6B5MsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.08,1997.0
0449001156,The Gift of Asher Lev,Fiction,http://books.google.com/books/content?id=e8GGDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.15,1997.0
0449001172,Wartime Lies,Fiction,http://books.google.com/books/content?id=V-aLDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.7,1997.0
0449001245,Naked Came the Manatee,Fiction,http://books.google.com/books/content?id=2QYdvjKMQy8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.49,1998.0
0449001962,Murder in Foggy Bottom,Fiction,http://books.google.com/books/content?id=guWKDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.7,2002.0
0449002985,Your Oasis on Flame Lake,Fiction,http://books.google.com/books/content?id=75ZUoDVs6XUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.59,1998.0
0449003884,The Bride Finder,Fiction,http://books.google.com/books/content?id=5403B1bcCbAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.81,1999.0
0449004139,A Thread of Grace,Fiction,http://books.google.com/books/content?id=7_eqMJMEP3gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.02,2005.0
044900483X,Children of God,Fiction,http://books.google.com/books/content?id=8ucImQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.06,1999.0
0449005577,Catching Alice,Fiction,http://books.google.com/books/content?id=vDkKAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.35,2000.0
0449005860,A Pirate Looks at Fifty,Biography & Autobiography,http://books.google.com/books/content?id=yL_ugvhprYcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.83,2000.0
0449006530,Midnight Voices,Fiction,http://books.google.com/books/content?id=EbcT8O8qyi4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.75,2003.0
0449007383,Murder at Ford's Theatre,Fiction,http://books.google.com/books/content?id=oqg_DwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.72,2003.0
0449146979,The Changeling,Fiction,http://books.google.com/books/content?id=5jE316OI8qgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.99,1990.0
0449149919,"Lost Boy, Lost Girl",Fiction,http://books.google.com/books/content?id=YWrcm8VcvbYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.48,2004.0
0449207331,Iberia,Literary Criticism,http://books.google.com/books/content?id=G6CXVQRHZswC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.7,1968.0
0449210502,The Bridge at Andau,Fiction,http://books.google.com/books/content?id=_Z6IPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.94,1985.0
0449213536,Drifters,Fiction,http://books.google.com/books/content?id=DUFaAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.04,1986.0
0449218473,Journey,Fiction,http://books.google.com/books/content?id=-XQ2qiWJtrQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.8,1994.0
0449221393,Driving Force,Fiction,http://books.google.com/books/content?id=I2s25y1doC4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.96,1993.0
0449224465,Darker Than Amber,Fiction,http://books.google.com/books/content?id=koOGPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.04,1996.0
0449227944,Asylum,Fiction,http://books.google.com/books/content?id=okFLmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.1,1997.0
0449904962,Indian Givers,History,http://books.google.com/books/content?id=7NT8PGuSCEEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.12,1990.0
0449910830,The All-true Travels and Adventures of Lidie Newton,Fiction,http://books.google.com/books/content?id=In6LDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.57,1998.0
0449911411,And I Don't Want to Live this Life,Biography & Autobiography,http://books.google.com/books/content?id=4OkkAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.09,1996.0
0449911837,Davita's Harp,Fiction,http://books.google.com/books/content?id=YzUDLcXxOPsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.98,1996.0
0449911896,The Tin Can Tree,Fiction,http://books.google.com/books/content?id=diHuC95PuLkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.6,1996.0
0449911942,Rabbit at Rest,Fiction,http://books.google.com/books/content?id=GXWJDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.97,1996.0
0450040186,The Shining,Boys,http://books.google.com/books/content?id=tVt-uQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.21,1977.0
045052468X,The Dark Half,English fiction,http://books.google.com/books/content?id=0Ym_QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.76,1990.0
0450610098,Nightmares and Dreamscapes,English fiction,http://books.google.com/books/content?id=NdxgQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.93,1994.0
0451150651,'Salem's Lot,Fiction,http://books.google.com/books/content?id=icSZwYRrX9MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.01,1976.0
0451155750,The Dead Zone,Fiction,http://books.google.com/books/content?id=H8ruHGhl3kYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.92,1980.0
0451160193,Fools Die,Fiction,http://books.google.com/books/content?id=HSSZxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.71,1979.0
0451160312,I Never Promised You a Rose Garden,Mental illness,http://books.google.com/books/content?id=I2R1xwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.86,1989.0
0451160525,The Gunslinger,Fiction,http://books.google.com/books/content?id=6wJGxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.96,1982.0
0451161351,Cujo,Fiction,http://books.google.com/books/content?id=Vy6hD4mvel8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.7,1982.0
0451163087,For the New Intellectual,Literary Collections,http://books.google.com/books/content?id=5eurZ41ne-cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.68,1961.0
0451163931,The Virtue of Selfishness,Philosophy,http://books.google.com/books/content?id=vtGzoVxe0REC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.5,1964.0
0451166582,The Eyes of the Dragon,Fiction,http://books.google.com/books/content?id=dWMsEPygyAMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.93,1988.0
0451168615,Skeleton Crew,Fiction,http://books.google.com/books/content?id=AAsZqx_jQpIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.95,1986.0
0451169514,It,Fiction,http://books.google.com/books/content?id=kJtLVMg9_XQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.23,1990.0
0451170113,Night Shift,Fiction,http://books.google.com/books/content?id=jIQL9IxsU_sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.99,1978.0
0451173317,The Waste Lands,Fiction,http://books.google.com/books/content?id=kXaHJGQVZLIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.24,1993.0
0451185978,The Langoliers,Horror tales,http://books.google.com/books/content?id=fTIsuJUtuc0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.92,1995.0
0451187261,Matters of Choice,Fiction,http://books.google.com/books/content?id=eZDIpaB8VZYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.37,1997.0
0451188454,The Bone Collector,Fiction,http://books.google.com/books/content?id=eA7YPtfG1a0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.19,1998.0
0451190750,Thinner,Allegories,http://books.google.com/books/content?id=eEssEH-V3wYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.7,1985.0
0451192524,Ritual Sins,Fiction,http://books.google.com/books/content?id=EUNRNwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.69,1997.0
0451197968,The Running Man,Fiction,http://books.google.com/books/content?id=3g9dN4rVVEUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.86,1999.0
0451200268,Devil's Embrace,Fiction,http://books.google.com/books/content?id=2l5yNa-GUU8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.8,2000.0
0451203267,The Stranger Beside Me,True Crime,http://books.google.com/books/content?id=H1vTjY_9R4YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.14,2001.0
0451205553,Trauma,Fiction,http://books.google.com/books/content?id=u7orAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.54,2002.0
0451206525,Dead Sleep,Fiction,http://books.google.com/books/content?id=zVXcq9xpAw8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.04,2002.0
0451207149,The pillars of the earth,Fiction,http://books.google.com/books/content?id=HdTZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.31,2002.0
0451207351,The Love You Make,Biography & Autobiography,http://books.google.com/books/content?id=KNhjqGbX-I0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.09,1983.0
0451207505,Trapped,Fiction,http://books.google.com/books/content?id=mNQnPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.99,2002.0
0451207521,Jackdaws,Fiction,http://books.google.com/books/content?id=mCJ3vU6tmOYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.95,2002.0
0451207645,The Oath,Fiction,http://books.google.com/books/content?id=pgJa_33k7AQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.02,2003.0
0451207793,The Key to Rebecca,Fiction,http://books.google.com/books/content?id=BGxfAVH7ppsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.88,2003.0
0451208641,Black Like Me,Biography & Autobiography,http://books.google.com/books/content?id=sFhLPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.13,1996.0
0451208706,The Man from St. Petersburg,Fiction,http://books.google.com/books/content?id=dTA7DwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.87,2003.0
0451209796,Codebreakers' Victory,History,http://books.google.com/books/content?id=mhJnAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.15,2003.0
0451210557,No Second Chance,Fiction,http://books.google.com/books/content?id=0CQtDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07,2004.0
0451210638,A Case of Need,Fiction,http://books.google.com/books/content?id=nHJPPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.7,2003.0
0451210859,The Drawing of the Three,Fiction,http://books.google.com/books/content?id=78jqOFNt1ocC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.23,2003.0
0451210905,A Whole Lotta Love,Fiction,http://books.google.com/books/content?id=39uMGQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.46,2004.0
0451211472,Night Over Water,FICTION,http://books.google.com/books/content?id=zKc_DwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.81,2004.0
045121157X,Monkeewrench,Fiction,http://books.google.com/books/content?id=IHFKPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.12,2004.0
0451213092,On Wings of Eagles,History,http://books.google.com/books/content?id=D4g-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.93,2004.0
0451213238,The Agony and the Ecstasy,Fiction,http://books.google.com/books/content?id=U-aHPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07,1961.0
045121577X,The Innocent,Fiction,http://books.google.com/books/content?id=htnPvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.96,2006.0
0451216776,Dispatch,Fiction,http://books.google.com/books/content?id=u2lLGZbVPQoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.61,2005.0
0451216954,Dark Lover,Fiction,http://books.google.com/books/content?id=6dP7ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.2,2005.0
0451217403,The Godfather,Fiction,http://books.google.com/books/content?id=acy0U6WyM7MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.37,2005.0
0451217411,Black Sunday,Fiction,http://books.google.com/books/content?id=du1sdvdQ2lQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.6,2005.0
0451217608,Bitter is the New Black,Biography & Autobiography,http://books.google.com/books/content?id=p-fEDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.9,2006.0
