,isbn10,authors
762,0140449140,Plato
762,0140449140,Sir Henry Desmond Pritchard Lee
763,0140449175,Leo Tolstoy
763,0140449175,Richard Pevear
764,0140449213,Suetonius
765,014044923X,Friedrich Nietzsche
766,0140449248,Fyodor Dostoyevsky
767,0140449280,Plato
767,0140449280,Hugh Tredennick
768,0140449329,Virgil
769,0140449493,Aristotle
770,0140449515,Aristophanes
770,0140449515,David Barrett
770,0140449515,Alan H. Sommerstein
771,0140449779,Alexandre Dumas
772,0140502017,Robert McCloskey
773,0140502874,Robert McCloskey
774,0140503447,Astrid Lindgren
774,0140503447,Ilon Wikland
775,0140568190,Roald Dahl
775,0140568190,Quentin Blake
776,0140620125,Emily Brontë
777,0140620222,Jane Austen
778,0140620478,Thomas Hardy
779,0140621628,E. Nesbit
780,0140714537,William Shakespeare
781,0140714545,William Shakespeare
782,0140714553,William Shakespeare
783,0140771972,Kathleen Parkinson
784,0140817786,Roald Dahl
785,014100018X,Joanne Harris
786,0141000198,Helen Fielding
787,0141000589,William Shakespeare
788,0141001828,Nathaniel Philbrick
789,0141001879,Jack Kerouac
790,0141005343,Paul Davies
791,0141007451,Mary Roach
792,0141007478,Marian Keyes
793,0141010371,Jamie Oliver
794,0141011114,Brian Greene
795,0141013451,Dave Eggers
796,0141013958,William Shakespeare
796,0141013958,Peter Holland
797,0141014083,Art Spiegelman
798,014101508X,Julie Orringer
799,0141016701,William Shakespeare
799,0141016701,Adrian Poole
800,0141019999,Michael Moore
801,0141180366,Marcel Proust
802,0141180633,Thomas Pynchon
803,0141180676,Knut Hamsun
804,0141181281,Sigrid Undset
805,0141182490,Virginia Woolf
806,014118258X,Dorothy Parker
807,0141182806,James Joyce
808,0141182865,John Kennedy Toole
809,0141183020,Jorge Luis Borges
809,0141183020,Eliot Weinberger
810,0141183357,Edward Morgan Forster
811,0141183535,Virginia Woolf
812,0141183594,F. Scott Fitzgerald
813,0141183713,Anais Nin
814,0141183721,George Orwell
815,0141183780,Elspeth Huxley
816,0141184272,Virginia Woolf
817,0141184280,Jaroslav Hašek
818,0141184299,Eugène Ionesco
819,0141184841,Jorge Luis Borges
820,0141184884,Jack Kerouac
821,014118499X,Gabriel García Márquez
822,0141185112,John Steinbeck
823,0141185139,Albert Camus
824,0141185163,George Orwell
825,0141185325,Virginia Woolf
826,0141185368,Gertrude Stein
827,014118549X,Jean-Paul Sartre
827,014118549X,Robert Baldick
828,0141185759,Federico García Lorca
828,0141185759,Michael Dewell
828,0141185759,Carmen Zapata
829,0141185910,James Baldwin
830,0141185937,Truman Capote
831,0141186070,John Steinbeck
832,014118616X,Iris Murdoch
833,0141186178,Iris Murdoch
834,0141186186,Knut Hamsun
835,0141186356,James Baldwin
836,0141186690,Iris Murdoch
837,0141187190,Isak Dinesen
838,0141187425,Edward W. Said
839,0141187883,Ken Kesey
840,0141303352,Humphrey Carpenter
841,0141304316,William Sleator
842,0141306394,William Sleator
843,0141307412,Benjamin Lebert
844,0141309407,Garth Nix
845,0141310340,Roald Dahl
846,0141310685,Lloyd Alexander
847,0141310693,Lloyd Alexander
848,0141311355,Roald Dahl
848,0141311355,Quentin Blake
849,0141314575,S. E. Hinton
850,0141439335,Ernest William Hornung
851,0141439475,Mary Wollstonecraft Shelley
852,0141439505,George Bernard Shaw
853,0141439513,Jane Austen
854,0141439580,Jane Austen
855,0141439602,Charles Dickens
856,0141439610,Wilkie Collins
857,0141439629,George Eliot
858,0141439637,Henry James
859,0141439807,Jane Austen
860,0141439823,Daniel Defoe
861,0141439831,William Makepeace Thackeray
862,0141439904,Henry James
863,0141439963,Charles Dickens
864,0141441119,H.G. Wells
865,014144116X,Edward Morgan Forster
865,014144116X,Pankaj Mishra
866,0142000086,Herman Melville
867,0142000205,Gwyn Hyman Rubio
868,0142000213,Helen Fielding
869,0142000280,David Allen
870,0142000655,John Steinbeck
871,014200068X,John Steinbeck
872,0142000701,John Steinbeck
873,0142001619,Mark Kurlansky
874,0142001805,Jasper Fforde
875,0142002003,J. M. Coetzee
876,0142002267,Stefan Fatsis
877,0142002801,Antony Beevor
878,0142002836,Elizabeth Gilbert
879,0142002887,Tess Uriza Holthe
880,0142003298,Ian Fleming
881,0142003344,Steven Pinker
882,0142003441,Garrison Keillor
883,0142003565,Nancy MacDonell Smith
883,0142003565,Nancy MacDonell
884,0142003719,Brian Hall
885,0142003808,T. Coraghessan Boyle
886,0142004103,Rebecca Solnit
887,0142004200,Norman Sherry
888,0142004456,Andrea Camilleri
889,0142180041,Raymond Queneau
890,0142180092,Iris Murdoch
891,0142300845,Jean Van Leeuwen
892,0142301442,Lloyd Alexander
893,0142302333,Robin McKinley
894,0142302457,Roald Dahl
894,0142302457,Quentin Blake
895,0142402486,Brian Jacques
895,0142402486,David Elliot
896,0142402494,Astrid Lindgren
897,0142402931,Sylvia Engdahl
898,0142403016,Patricia A. McKillip
899,0142403202,Sharyn November
900,0142404209,Roald Dahl
901,0142405744,Blake Nelson
902,0142407224,Diana Wynne Jones
903,0142407577,Mike Lupica
904,0142407925,Roald Dahl
904,0142407925,David Wood
904,0142407925,Jane Walmsley
905,0142437018,Frances Hodgson Burnett
906,0142437115,Abigail Adams
907,0142437204,Charlotte Brontë
908,0142437255,Jack Kerouac
909,014243728X,William Faulkner
910,0142437301,Graham Greene
911,0142437549,Dante Alighieri
912,0142437557,Arthur Miller
913,0142437638,William Gaddis
914,014243776X,Edward John Moreton Drax Plunkett Baron Dunsany
915,0142437786,John Adams
916,0142437883,Jorge Luis Borges
916,0142437883,Andrew Hurley
917,0142437891,Jorge Luis Borges
917,0142437891,Andrew Hurley
918,0142437913,Graham Greene
919,0142500372,Sylvia Louise Engdahl
920,0142501182,Brian Jacques
921,0142501522,Brian Jacques
921,0142501522,Gary Chalk
922,0143030906,Shashi Tharoor
923,0143034367,Karen Armstrong
924,014303460X,Andrea Camilleri
925,0143034758,Ron Chernow
926,0143034901,Carlos Ruiz Zafón
927,0143035169,Carol Shields
928,0143035746,Mary Karr
929,0143035835,Cornel West
930,0143036068,Jack Kerouac
930,0143036068,Douglas Brinkley
931,0143036084,T. R. Reid
932,0143036246,Edward Gibbon
933,0143036351,George Orwell
934,0143036386,Jack Kerouac
935,0143036394,Carol Shields
936,0143036556,Jared M. Diamond
937,0143036661,Geraldine Brooks
938,0143036696,Sue Monk Kidd
939,0143036831,June Casagrande
940,0143036939,John Berendt
941,0143036971,G. Richard Shell
942,0143037145,Kim Edwards
943,0143037234,Jasper Fforde
944,0143037390,Jim Trelease
945,0143037439,T. Coraghessan Boyle
946,014303748X,Andrea Camilleri
947,0143037498,Jean-Jacques Rousseau
947,0143037498,Maurice Cranston
948,0143037579,Søren Kierkegaard
949,0143037617,Charles Dickens
949,0143037617,Nicola Bradbury
950,0143037676,Garrison Keillor
951,0143037684,Garrison Keillor
952,0143037838,Yvon Chouinard
953,0143038095,Amy Tan
954,0143038109,Amy Tan
955,0143038311,Georges Simenon
955,0143038311,David Watson
956,0143038419,Elizabeth Gilbert
957,0143038826,William Easterly
958,0143039024,Graham Greene
958,0143039024,Robert Stone
959,0143039105,Graham Greene
960,0143039148,Robertson Davies
960,0143039148,Wayne Johnston
961,0143039318,Marcel Proust
962,0143039431,John Steinbeck
963,0143039490,Murasaki Shikibu
964,0143039504,Jane Austen
965,0143039571,Saul Bellow
965,0143039571,Christopher Hitchens
966,0143039601,Jack Kerouac
967,0143039652,R. K. Narayan
968,0143039857,S. E. Hinton
968,0143039857,Jodi Picoult
969,0143039865,Ken Kesey
970,0143039938,Jorge Luis Borges
970,0143039938,Margarita Guerrero
970,0143039938,Andrew Hurley
970,0143039938,Peter Sís
971,0143039946,Thomas Pynchon
972,0143104829,Pedro Calderón de la Barca
973,014310490X,Rebecca West
974,0151009988,Virginia Woolf
975,0151010269,George Orwell
976,0151461546,Janet Flanner
976,0151461546,Irving Drutman
977,0152000178,Robin McKinley
978,0152018484,Melinda Long
978,0152018484,David Shannon
979,0152045732,Hildegarde Hoyt Swift
979,0152045732,Lynd Ward
980,0152046992,Avi
981,0152049673,Lauren Stringer
982,0152050868,Carolyn Meyer
983,0152051244,Ursula K. Le Guin
984,0152052607,Eleanor Estes
985,0152054472,Carolyn Meyer
986,0152056785,Ursula K. Le Guin
987,0152057080,Janet S. Wong
987,0152057080,Margaret Chodos-Irvine
988,0152057641,Laura Bowers
989,0152057668,Adam Rex
990,0156001268,Allen Mandelbaum
991,0156001454,Gary Paulsen
992,0156002086,James Morrow
993,0156003651,Octavio Paz
994,0156004801,Robert Penn Warren
995,0156005204,José Saramago
995,0156005204,Giovanni Pontiero
996,0156006243,José Saramago
997,0156007479,Emma Donoghue
998,0156007754,José Saramago
998,0156007754,Giovanni Pontiero
999,0156010593,José Saramago
999,0156010593,Margaret Jull Costa
1000,0156011468,Wislawa Szymborska
1000,0156011468,Stanisław Barańczak
1000,0156011468,Clare Cavanagh
1001,0156011654,Claire Messud
1002,0156013037,José Saramago
1003,0156026988,Jimmy Buffett
1004,0156027593,Stanislaw Lem
1005,0156027658,Aristophanes
1005,0156027658,Dudley Fitts
1006,015602778X,Virginia Woolf
1007,0156027917,Virginia Woolf
1007,0156027917,Leonard Woolf
1008,0156028069,Virginia Woolf
1009,0156028794,José Saramago
1010,0156028972,Jonathan Lethem
1011,0156029022,Dennis Lehane
1012,0156029065,Umberto Eco
1013,0156029324,Virginia Woolf
1013,0156029324,Stella McNichol
1014,0156030160,Abraham B. Yehoshua
1014,0156030160,Hillel Halkin
1015,0156030276,Joyce Carol Oates
1016,0156030306,Daniel Keyes
1017,0156030411,Virginia Woolf
1017,0156030411,Susan Gubar
1018,0156030470,Virginia Woolf
1019,0156030489,Faïza Guène
1019,0156030489,Sarah Adams
1020,0156030934,Michelle Tea
1021,0156031639,Virginia Woolf
1021,0156031639,Jane Marcus
1021,0156031639,Mark Hussey
1022,0156032112,Salvador Plascencia
1023,0156032295,Julia Briggs
1024,0156032392,Umberto Eco
1025,0156032597,William C. Davis
1026,015603297X,Umberto Eco
1027,015611870X,Virginia Woolf
1028,0156119072,Tomie DePaola
1029,0156189216,Eudora Welty
1030,0156212501,Virginia Woolf
1031,0156260360,Virginia Woolf
1032,0156260379,Virginia Woolf
1033,0156260387,Virginia Woolf
1034,0156260395,Virginia Woolf
1035,0156260409,Virginia Woolf
1036,0156260557,Italo Calvino
1037,0156272504,Anaïs Nin
1038,0156286513,Philip Nicholas Furbank
1039,0156306301,Stanislaw Lem
1040,0156421178,George Orwell
1041,0156443007,Anaïs Nin
1042,0156443791,William Golding
1043,0156453800,Italo Calvino
1044,0156508877,Virginia Woolf
1045,0156572044,Italo Calvino
1046,0156619180,Virginia Woolf
1047,0156628708,Virginia Woolf
1048,0156631407,Jan Struther
1049,0156632772,Thomas Stearns Eliot
1050,0156659751,Italo Calvino
1051,015670160X,Virginia Woolf
1051,015670160X,Adeline Virginia Stephen Woolf
1052,0156701766,George Orwell
1053,0156717204,Andy Warhol
1054,0156907399,Virginia Woolf
1055,0156913216,Umberto Eco
1056,0156932504,Italo Calvino
1057,0156935902,Virginia Woolf
1058,0156948702,Thomas Stearns Eliot
1058,0156948702,Ezra Pound
1059,0156949520,Italo Calvino
1060,0156949601,Virginia Woolf
1061,0192752537,Noel Streatfeild
1062,0192752790,Diana Wynne Jones
1063,0192781537,Herman Melville
1063,0192781537,Geraldine McCaughrean
1063,0192781537,Victor G. Ambrus
1064,0192801732,Joseph Conrad
1065,019280197X,Peter Singer
1066,0192802372,Jane Austen
1067,0192802380,Jane Austen
1068,0192802631,Jane Austen
1069,019280264X,Jane Austen
1070,0192802771,Plato
1070,0192802771,Robin Waterfield
1071,0192803468,Geraldine Pinch
1072,019280409X,John Milton
1073,0192805347,Jonathan Swift
1073,0192805347,Claude Rawson
1073,0192805347,Ian Higgins
1074,0192806947,Charles Dickens
1075,0192807269,Voltaire
1076,0192807293,Oscar Wilde
1077,0192822756,Jean-Jacques Rousseau
1078,0192822896,Emile Zola
1078,0192822896,Elinor Dorday
1078,0192822896,Robert Lethbridge
1079,0192824252,Herodotus
1080,0192824546,Robin Waterfield
1081,0192831879,Sir Walter Scott
1082,0192832433,Miguel de Cervantes Saavedra
1082,0192832433,Lesley Lipson
1083,0192832603,Euripides
1083,0192832603,James Morwood
1084,0192832972,Jane Austen
1085,0192833006,Tacitus
1086,0192833073,Wilkie Collins
1087,0192833596,Charles Dickens
1088,019283360X,Geoffrey Chaucer
1088,019283360X,David Wright
1089,0192833766,Oscar Wilde
1090,0192833987,Leo Tolstoy
1090,0192833987,graf Leo Tolstoy
1091,0192834401,Horace Walpole
1092,0192834428,Henry James
1093,0192835025,Dante Alighieri
1093,0192835025,Charles Hubert Sisson
1093,0192835025,David H. Higgins
1094,0192835076,Hans Christian Andersen
1095,0192835092,Fyodor Dostoevsky
1095,0192835092,Ignat Avsey
1096,0192835432,Henry James
1097,0192835858,Saint Thomas (Aquinas)
1098,0192836021,Émile Zola
1099,0192836226,Gustave Flaubert
1100,0192836366,Johann Wolfgang von Goethe
1101,0192836382,Alexandre Dumas
1101,0192836382,David Coward
1102,0192836897,Ivan Sergeevich Turgenev
1103,0192837621,Herman Melville
1104,0192837680,Virgil
1105,019283780X,George Eliot
1106,0192838741,Denis Diderot
1107,0192838970,Leonardo Da Vinci
1107,0192838970,Leonardo (da Vinci)
1108,0192838997,Alexander Pushkin
1108,0192838997,James E. Falen
1109,0192839195,James Matthew Barrie
1110,0192839578,Jm Stendhal
1111,0192839705,Virginia Woolf
1112,0192839993,James Joyce
1113,0192840312,Fanny Burney
1114,0192840509,Laura Gibbs
1115,0192840746,James Edward Austen-Leigh
1116,0192840940,Catherine Osborne
1117,0192854526,Henry Chadwick
1118,019286209X,John Maynard Smith
1118,019286209X,Eörs Szathmáry
1119,0192875345,Henry Chadwick
1120,0195023668,David Hackett Fischer
1121,0195061667,Euripides
1122,0195069056,David Hackett Fischer
1123,0195087445,Dante Alighieri
1124,0195098315,David Hackett Fischer
1125,0195101286,G. Edward White
1126,0195108965,Vera John-Steiner
1127,0195117956,Stephanie McCurry
1128,0195119207,Robert L. O'Connell
1129,019512121X,David Hackett Fischer
1130,0195125983,Euripides
1130,0195125983,Reginald Gibbons
1130,0195125983,Charles Segal
1131,0195135792,Frederick K. Goodwin
1131,0195135792,Kay Redfield Jamison
1132,019513592X,Aeschylus
1133,0195144813,Simón Bolívar
1134,0195145666,Eurípides
1134,0195145666,Michael Collier
1134,0195145666,Georgia Machemer
1135,019514581X,David John Chalmers
1136,0195153820,John Lindow
1137,019516895X,James M. McPherson
1138,0195169247,John Perry
1138,0195169247,Michael Bratman
1138,0195169247,John Martin Fischer
1139,019517447X,John Lewis Gaddis
1140,0195300920,David L. Holmes
1141,0195309685,Ted Steinberg
1142,0195325923,Stewart Shapiro
1143,0198140819,Aristophanes
1143,0198140819,S. Douglas Olson
1144,0198144962,Aristophanes
1144,0198144962,Jeffrey Henderson
1145,0198320213,William Shakespeare
1146,0198320272,William Shakespeare
1147,019832054X,William Shakespeare
1148,0198321465,William Shakespeare
1149,0198321473,William Shakespeare
1150,0198601735,Oxford University Press
1150,0198601735,TME.
1151,0198711557,Helen Cooper
1152,019875275X,Anthony Kenny
1153,0198782748,Will Kymlicka
1154,0199120099,Aristophanes
1155,019920361X,Alexander Pope
1156,0199205647,Nick Lane
1157,0199264791,Ted Honderich
1158,0199265771,Henry Chadwick
1159,0199267170,William Shakespeare
1160,0199280169,Henry Chadwick
1161,019929609X,Jonathan Wolff
1162,0201408252,Richard P. Feynman
1163,0201748673,John Tollett
1163,0201748673,Robin Williams
1163,0201748673,David Rohr
1164,0205479804,Robert L. Benedetti
1165,0224060872,Lance Armstrong
1165,0224060872,Sally Jenkins
1166,0224063022,Chuck Palahniuk
1167,0224064738,Lance Armstrong
1167,0224064738,Sally Jenkins
1168,022407265X,Chris Ware
1169,0226014908,Robert Allison
1170,0226020452,Ivo Andríc
1171,0226025977,Hannah Arendt
1171,0226025977,Joanna Vecchiarelli Scott
1171,0226025977,Judith Chelius Stark
1172,0226042758,Plato
1172,0226042758,Seth Benardete
1173,0226066665,Jürgen Habermas
1173,0226066665,Giovanna Borradori
1173,0226066665,Jacques Derrida
1174,0226134342,Robert A. Dahl
1175,0226142698,John D'Emilio
1176,0226142817,Jacques Derrida
1177,0226204057,Mircea Eliade
1178,0226204197,Mircea Eliade
1179,0226300684,Nikolai Gogol
1179,0226300684,Николай Васильевич Гоголь
1180,0226301192,Simon Goldhill
1181,0226307654,Sophocles
1181,0226307654,Aeschylus
1181,0226307654,Euripides
1182,0226307662,Aeschylus
1182,0226307662,Sophocles
1182,0226307662,Euripides
1183,0226307751,David Grene
1183,0226307751,Richmond Lattimore
1184,0226307786,Esquilo
1184,0226307786,Aeschylus
1185,0226307808,Euripides
1186,0226307948,Aeschylus
1186,0226307948,David Grene
1187,0226321320,Herman Melville
1188,0226323986,Alexander Heidel
1189,0226329658,Hesiod
1190,0226424154,Alice Kaplan
1191,0226443221,Eric Klinenberg
1192,0226467716,George Lakoff
1193,0226500608,Norman Maclean
1194,0226500624,Norman Maclean
1195,0226675769,Richard A. Posner
1196,0226677141,Anthony Powell
1197,0226735192,Jean-Paul Sartre
1198,0226777103,Leo Strauss
1198,0226777103,Joseph Cropsey
1199,0226817415,Fred Turner
1200,0231054750,Theodosius Dobzhansky
1201,0231073372,Sei Shōnagon
1202,0231082819,Kōbō Abe
1203,0231104472,Larry P. Gross
1203,0231104472,James D. Woods
1204,0231109253,Emma Donoghue
1205,0231118953,Judith Butler
1206,0231121008,Jean Baudrillard
1206,0231121008,Julia Witwer
1207,0231121253,Usāmah ibn Munqidh
1207,0231121253,Philip Khuri Hitti
1208,023112189X,Nicolas Tredell
1209,0231121911,Nathaniel Hawthorne
1210,0231124279,Claire Brennan
1211,0231124929,Todd Gitlin
1211,0231124929,Professor of Culture Journalism and Sociology Todd Gitlin
1212,0231138709,Michael J. Mauboussin
1213,0231138768,Gilles Deleuze
1214,0237525372,Pauline Francis
1214,0237525372,Charles Dickens
1215,0237526883,Jules Verne
1215,0237526883,Pauline Francis
1216,0240805410,Sam Kauffmann
1217,0240806085,Michael Rabiger
1218,0241003008,Eric Carle
1219,0252008073,Robert E. Hemenway
1220,0252019814,James Thomas Farrell
1220,0252019814,Professor James T Farrell
1221,0253201624,Alighieri Dante
1221,0253201624,Dante Alighieri
1222,0253202175,Umberto Eco
1223,025320318X,Umberto Eco
1224,025320478X,Martin Heidegger
1225,0253209102,Martin Heidegger
1226,0253209307,Dante (Alighieri)
1226,0253209307,Dante Alighieri
1227,0253214696,Bill Nichols
1228,0261102206,John Ronald Reuel Tolkien
1228,0261102206,Christopher Tolkien
1229,0261102265,John Ronald Reuel Tolkien
1229,0261102265,Christopher Tolkien
1230,0261102303,J. R. R. Tolkien
1231,0261102427,John Ronald Reuel Tolkien
1232,026110263X,John Ronald Reuel Tolkien
1233,0262240513,Slavoj Žižek
1234,0262510871,Harold Abelson
1234,0262510871,Gerald Jay Sussman
1234,0262510871,Julie Sussman
1235,0262532557,Richard E. Cytowic
1236,0262540428,Daniel Clement Dennett
1237,0262570211,Johann Wolfgang von Goethe
1237,0262570211,Donald Eastlake
1238,026257103X,Eleanor J. Gibson
1239,0262611333,Paul R. Krugman
1240,026261135X,Paul R. Krugman
1241,0262632039,Arien Mack
1241,0262632039,Irvin Rock
1242,0262632551,Lev Manovich
1242,0262632551,Roger F. Malina
1242,0262632551,Sean Cubitt
1243,0262680939,Mitchel Resnick
1244,026274015X,Slavoj Žižek
1245,0262740257,Slavoj Žižek
1245,0262740257,Žižek
1245,0262740257,Stockholm Inst Of Transition Staff
1245,0262740257,Mladen Dolar
1245,0262740257,Alenka Zupancic
1246,0268018499,Saint Thomas (Aquinas)
